src_ip,src_port,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,dns_query,dns_qclass,dns_qtype,dns_rcode,dns_AA,dns_RD,dns_RA,dns_rejected,ssl_version,ssl_cipher,ssl_resumed,ssl_established,ssl_subject,ssl_issuer,http_trans_depth,http_method,http_uri,http_version,http_request_body_len,http_response_body_len,http_status_code,http_user_agent,http_orig_mime_types,http_resp_mime_types,weird_name,weird_addl,weird_notice,label,type,anomaly
192.168.1.193,49247,192.168.1.33,8080,tcp,-,35.452884,7991,415170,SF,32284,70,10799,287,394374,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49246,192.168.1.37,8080,tcp,-,2.250992,7991,415170,SF,0,83,11331,308,428837,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49249,192.168.1.37,8080,tcp,-,93367.58728,255511,613090,S1,121447,1600,319519,3315,624251,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49250,192.168.1.37,8080,tcp,-,16.381656,7991,415170,RSTO,32768,77,11079,285,393810,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49251,192.168.1.37,8080,tcp,-,53.687078,7991,415170,SF,77095,55,10199,251,348123,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49252,192.168.1.33,8080,tcp,-,3.723528,7991,415170,SF,29200,74,10971,290,398149,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49255,192.168.1.33,8080,tcp,-,19.165537,7991,415170,SF,0,60,10399,309,427538,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49257,192.168.1.33,8080,tcp,-,521.456047,9111,415970,RSTO,87055,59,11479,258,339243,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49258,192.168.1.33,8080,tcp,-,433.221549,9111,416066,SF,0,87,12599,323,428994,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49260,192.168.1.37,8080,tcp,-,42851.44031,406839,506338,SF,97492,943,415367,1691,505694,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49361,192.168.1.33,8080,tcp,-,92891.5425,254231,612066,S1,288,1620,318891,3382,748565,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49362,192.168.1.33,8080,tcp,-,92891.96333,254231,612066,S1,288,1630,319291,3385,748685,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.33,35949,192.168.1.193,445,tcp,smb;gssapi,10.132862,67847,473,RSTR,0,58,70871,25,1765,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49370,192.168.1.33,4444,tcp,-,92789.95095,258167,1057698,S1,117331,1713,326695,3640,1085975,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49374,192.168.1.33,8080,tcp,-,160.420785,8311,415426,SF,0,84,11679,315,428034,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49377,192.168.1.33,8080,tcp,-,92768.37122,253911,611810,S1,59532,1615,318531,3340,685886,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.193,49403,192.168.1.33,8080,tcp,-,42055.88943,119511,504386,SF,0,771,150359,1702,572474,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,backdoor,1
192.168.1.30,39180,18.184.104.180,8080,tcp,-,1123.254189,1286281,749633,SF,0,4015,1545859,1923,714288,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39182,18.184.104.180,8080,tcp,-,1123.257114,1343869,784744,SF,0,3978,1608221,2028,749848,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39184,18.184.104.180,8080,tcp,-,1123.276244,1197748,701307,SF,0,3766,1393134,1729,641699,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39186,18.184.104.180,8080,tcp,-,1123.262629,1305914,762793,SF,0,3967,1610546,1941,721309,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39188,18.184.104.180,8080,tcp,-,1123.279137,1219202,712529,SF,0,3744,1414602,1782,659960,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39192,18.184.104.180,8080,tcp,-,1123.272364,1214243,709877,SF,0,3756,1409249,1751,641435,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39196,18.184.104.180,8080,tcp,-,1123.266058,1209072,703166,SF,0,3763,1415538,1715,636837,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39198,18.184.104.180,8080,tcp,-,1123.261526,1223664,713081,SF,0,3890,1450031,1840,680149,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,39200,18.184.104.180,8080,tcp,-,1123.273519,1196555,698300,SF,0,3768,1379886,1708,633270,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38838,52.59.177.21,8080,tcp,-,1286.631354,1064149,620426,OTH,0,3657,1280548,1481,562520,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38840,52.59.177.21,8080,tcp,-,1286.969975,1001572,584550,OTH,0,3436,1202534,1391,527168,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38842,52.59.177.21,8080,tcp,-,1287.173215,1196997,697950,OTH,0,4090,1414953,1685,639742,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38844,52.59.177.21,8080,tcp,-,1286.616343,1123787,654966,OTH,0,3836,1327993,1588,603523,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38848,52.59.177.21,8080,tcp,-,1286.815458,1178702,687617,OTH,0,4032,1397492,1667,633314,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38850,52.59.177.21,8080,tcp,-,1287.170393,1211183,706450,OTH,0,4237,1455156,1740,658830,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38852,52.59.177.21,8080,tcp,-,1286.812277,1036995,604190,OTH,0,3480,1225713,1426,542127,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38854,52.59.177.21,8080,tcp,-,1287.151132,1023053,596799,OTH,0,3474,1211962,1418,536006,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38856,52.59.177.21,8080,tcp,-,1287.154408,1106012,645067,OTH,0,3793,1319777,1543,586126,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38858,52.59.177.21,8080,tcp,-,1286.806898,1226303,715646,OTH,0,4177,1446980,1743,662916,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,38860,52.59.177.21,8080,tcp,-,1287.161009,1086613,633594,OTH,0,3776,1303746,1535,584163,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41192,192.168.1.184,443,tcp,ssl,117.82348,854,7324,S3,0,10,1382,23,8776,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,54262,101.119.11.17,80,tcp,http,295.598165,2016,2688,SF,672,38,3712,32,3976,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41200,192.168.1.184,443,tcp,ssl,414.165308,1223831185,1223982510,S3,0,10,1378,21,8672,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41224,192.168.1.184,443,tcp,ssl,117.124499,746,7324,S3,0,10,1274,22,8693,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41264,192.168.1.184,443,tcp,-,413.706756,1225499107,1225649722,S3,0,3,164,3,164,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41274,192.168.1.184,443,tcp,-,413.706714,1226176540,1226328019,S3,0,4,216,3,164,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41360,192.168.1.184,443,tcp,-,414.767587,1229320829,1229474010,S3,0,9,892,8,2172,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41398,192.168.1.184,443,tcp,-,413.620221,1228011513,1228273655,S3,0,5,268,3,164,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41402,192.168.1.184,443,tcp,-,479.342211,1233133497,1233724807,S3,0,10,1394,18,7024,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41404,192.168.1.184,443,tcp,-,414.561353,1233128905,1233712134,S3,0,3,164,4,224,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41408,192.168.1.184,443,tcp,-,354.069724,1236982832,1237138370,S3,0,4,216,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41428,192.168.1.184,443,tcp,-,415.637493,1250797210,1251063217,S3,0,3,164,4,224,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41474,192.168.1.184,443,tcp,ssl,116.781043,826,7324,S3,0,10,1354,21,8641,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41480,192.168.1.184,443,tcp,-,415.529359,1253310034,1253826969,S3,0,4,216,4,224,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.31,46948,101.119.11.17,80,tcp,http,294.908683,2016,2688,SF,384,40,4104,33,4028,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41608,192.168.1.184,443,tcp,ssl,114.494838,944,7324,S3,0,9,1420,21,8672,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41758,192.168.1.184,443,tcp,ssl,114.274963,956,7324,S3,0,9,1432,19,8506,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41830,192.168.1.184,443,tcp,-,358.308794,1303018313,1303178679,S3,0,4,216,2,112,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,41926,192.168.1.184,443,tcp,ssl,116.026705,824,7324,S3,0,9,1300,17,8371,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,42152,192.168.1.184,443,tcp,ssl,117.884411,794,7324,S3,0,10,1322,20,8589,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,42354,192.168.1.184,443,tcp,ssl,115.523099,934,7324,S3,0,9,1410,19,8475,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,42650,192.168.1.184,443,tcp,ssl,115.177604,792,7324,S3,0,9,1268,19,8475,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,42866,192.168.1.184,443,tcp,ssl,116.986496,946,7324,S3,0,10,1474,23,8776,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,43326,192.168.1.184,443,tcp,ssl,116.518777,870,7324,S3,0,10,1398,21,8672,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,43550,192.168.1.184,443,tcp,ssl,114.158237,868,7324,S3,0,9,1344,19,8537,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,43748,192.168.1.184,443,tcp,ssl,115.971106,942,7324,S3,0,9,1418,19,8537,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,49592,128.30.52.21,443,tcp,ssl,10.304727,1038,6729,SF,0,13,1686,12,7361,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,43884,192.168.1.184,443,tcp,ssl,115.781185,960,7324,S3,0,10,1488,21,8672,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44062,192.168.1.184,443,tcp,ssl,115.474454,850,7324,S3,0,9,1326,23,8745,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44396,192.168.1.184,443,tcp,ssl,117.069349,868,7324,S3,0,11,1448,21,8610,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44562,192.168.1.184,443,tcp,ssl,114.522439,942,7324,S3,0,10,1470,19,8506,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44674,192.168.1.184,443,tcp,ssl,114.285465,962,7324,S3,0,9,1438,18,8423,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44764,192.168.1.184,443,tcp,ssl,114.044601,868,7324,S3,0,9,1344,19,8506,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44814,192.168.1.184,443,tcp,ssl,116.034368,946,7324,S3,0,10,1474,18,8423,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,44970,192.168.1.184,443,tcp,ssl,115.600865,872,7324,S3,0,10,1400,20,8558,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45098,192.168.1.184,443,tcp,ssl,240.78354,846,7324,S3,0,14,1834,28,10709,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45160,192.168.1.184,443,tcp,ssl,61.152793,534,1791,S3,1488,8,824,9,913,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45284,192.168.1.184,443,tcp,ssl,115.009507,964,7324,S3,0,11,1544,19,8506,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45448,192.168.1.184,443,tcp,ssl,114.659478,850,7324,S3,0,10,1378,21,8610,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45656,192.168.1.184,443,tcp,ssl,88.174671,932,7324,S3,0,10,1460,19,8475,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45860,192.168.1.184,443,tcp,ssl,113.636228,822,7324,S3,0,9,1298,18,8423,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,45904,192.168.1.184,443,tcp,ssl,243.14649,870,7324,S3,0,15,1952,23,9109,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46012,192.168.1.184,443,tcp,ssl,297.437662,866,7324,S3,0,16,2069,36,18139,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46068,192.168.1.184,443,tcp,ssl,87.878164,966,7324,S3,0,11,1546,17,8371,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46242,192.168.1.184,443,tcp,ssl,87.618252,852,7324,S3,0,9,1328,17,8371,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46372,192.168.1.184,443,tcp,ssl,87.446175,838,7324,S3,0,11,1418,18,8423,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46560,192.168.1.184,443,tcp,ssl,87.638911,960,7324,S3,0,9,1436,17,8340,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46720,192.168.1.184,443,tcp,ssl,116.065471,824,7324,S3,0,11,1416,18,9600,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,42540,54.230.84.22,443,tcp,ssl,0.731842,937,6157,RSTO,0,8,1361,11,6737,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,46882,192.168.1.184,443,tcp,ssl,87.150448,760,7324,S3,0,9,1236,20,8558,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47168,192.168.1.184,443,tcp,ssl,115.611681,956,7324,S3,0,10,1484,17,8371,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47382,192.168.1.184,443,tcp,ssl,115.34076,746,7324,S3,0,10,1274,17,8340,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47478,192.168.1.184,443,tcp,ssl,248.78449,866,7324,S3,0,14,2018,22,10358,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47668,192.168.1.184,443,tcp,ssl,114.828403,904,7324,S3,0,10,1432,15,8236,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47776,192.168.1.184,443,tcp,ssl,304.993286,846,7292,S3,0,13,1753,37,26206,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,47968,192.168.1.184,443,tcp,ssl,116.358155,942,7324,S3,0,10,1470,21,8641,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
192.168.1.30,48104,192.168.1.184,443,tcp,ssl,116.051496,750,7324,S3,0,10,1278,20,8589,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,ddos,1
